Loan_ID,Channel,Seller,Interest_Rate,UPB,Loan_Term,Origination_Date,First_Payment_Date,LTV,CLTV,Num_Borrowers,DTI,Borrower_FICO,First_Time_Buyer,Loan_Purpose,Dwelling_Type,Unit_Count,Occupancy,State,Zip,Insurance%,Product,Mortgage_Insurance_Type,Relocation_Indicator,Period,Current_IR,Current_UPB,Age,Mod_Ind,Zero_Bal_Cd,FICO_bins,Term_bins,Current_Status,Origin_Month,Origin_Year
235129282835,R,OTHER,4.625,92000,171,06/2003,08/2003,43,43.0,1.0,36.0,777.0,N,C,SF,1,P,CA,928,0.0,FRM,0.0,N,200607,4.625,77751.25,36,N,Prepaid,740-780,<=15 Years,Prepaid,08,2003
235229870952,R,OTHER,6.0,129000,354,12/2002,02/2003,75,75.0,2.0,25.0,773.0,N,P,PU,1,P,NC,277,0.0,FRM,0.0,N,200907,6.0,116631.48,78,N,Prepaid,740-780,<= 30 Years,Prepaid,02,2003
235335856777,R,OTHER,4.875,70000,180,09/2003,11/2003,45,45.0,1.0,19.0,778.0,N,C,PU,1,P,MD,207,0.0,FRM,0.0,N,201604,4.875,6607.21,150,N,Prepaid,740-780,<=15 Years,Prepaid,11,2003
235374052745,R,"HARWOOD STREET FUNDING I, LLC",6.625,102000,360,10/2003,12/2003,80,80.0,2.0,18.0,643.0,N,C,SF,1,P,NM,871,0.0,FRM,0.0,N,200902,6.625,96356.17,63,N,REO,620-660,<= 30 Years,Underperforming,12,2003
235440245018,R,OTHER,5.25,93000,360,09/2003,11/2003,46,47.0,2.0,34.0,778.0,N,C,SF,1,P,CA,956,0.0,FRM,0.0,N,200506,5.25,90891.37,20,N,Prepaid,740-780,<= 30 Years,Prepaid,11,2003
235650715803,R,OTHER,6.25,166000,360,12/2002,02/2003,85,85.0,2.0,23.0,759.0,N,C,PU,1,P,CA,958,25.0,FRM,1.0,N,201301,6.25,134892.75,120,N,Prepaid,740-780,<= 30 Years,Prepaid,02,2003
235656140131,R,OTHER,6.0,90000,360,01/2003,03/2003,55,56.0,1.0,22.0,696.0,N,C,SF,1,P,CA,956,0.0,FRM,0.0,N,200505,6.0,86903.55,27,N,Prepaid,660-700,<= 30 Years,Prepaid,03,2003
235656728035,R,OTHER,6.0,111000,360,02/2003,05/2003,74,74.0,2.0,27.0,785.0,N,R,SF,1,P,NC,275,0.0,FRM,0.0,N,200701,6.0,103727.51,45,N,Prepaid,780+,<= 30 Years,Prepaid,05,2003
236021281927,R,OTHER,5.125,151000,180,10/2003,12/2003,43,60.0,1.0,41.0,688.0,N,C,PU,1,P,FL,346,0.0,FRM,0.0,N,201012,5.125,94340.41,85,N,Prepaid,660-700,<=15 Years,Prepaid,12,2003
236185651703,R,OTHER,5.375,172000,240,11/2002,01/2003,76,76.0,2.0,48.0,753.0,N,C,SF,1,P,MI,480,0.0,FRM,0.0,N,201302,5.375,107828.06,122,N,Prepaid,740-780,<= 30 Years,Prepaid,01,2003
236437737137,R,OTHER,5.625,123000,360,10/2003,12/2003,59,59.0,2.0,22.0,806.0,N,C,PU,1,P,OR,970,0.0,FRM,0.0,N,201610,5.625,65581.59,155,N,Prepaid,780+,<= 30 Years,Prepaid,12,2003
236590035562,R,OTHER,6.0,169000,360,10/2003,12/2003,43,43.0,2.0,40.0,565.0,N,C,SF,1,P,MA,21,0.0,FRM,0.0,N,200410,6.0,169000.0,11,N,Prepaid,0-620,<= 30 Years,Prepaid,12,2003
236640143682,R,OTHER,6.0,133000,360,01/2003,04/2003,35,35.0,1.0,24.0,743.0,N,C,CO,1,P,MA,21,0.0,FRM,0.0,N,200412,6.0,133000.0,21,N,Prepaid,740-780,<= 30 Years,Prepaid,04,2003
236668934380,C,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,6.25,260000,360,08/2003,10/2003,87,87.0,2.0,39.0,783.0,N,R,SF,1,P,WA,983,25.0,FRM,1.0,N,200904,6.25,240246.17,67,N,Prepaid,780+,<= 30 Years,Prepaid,10,2003
236769697137,R,OTHER,5.625,109000,360,11/2002,02/2003,80,80.0,1.0,31.0,787.0,N,C,SF,1,P,MI,482,0.0,FRM,0.0,N,201305,5.625,44284.63,124,N,Prepaid,780+,<= 30 Years,Prepaid,02,2003
236779761144,R,OTHER,4.5,78000,120,06/2003,08/2003,29,29.0,2.0,23.0,777.0,N,C,SF,1,P,NH,31,0.0,FRM,0.0,N,201306,4.5,829.91,119,N,Prepaid,740-780,<=15 Years,Prepaid,08,2003
237072915724,R,OTHER,5.0,161000,180,08/2003,10/2003,34,34.0,2.0,19.0,793.0,N,C,PU,1,P,VA,201,0.0,FRM,0.0,N,201310,5.0,67466.18,121,N,Prepaid,780+,<=15 Years,Prepaid,10,2003
237128787388,R,"JPMORGAN CHASE BANK, NA",6.5,96000,360,10/2003,12/2003,93,93.0,2.0,38.0,744.0,N,R,SF,1,P,AZ,857,30.0,FRM,1.0,N,201906,6.5,67973.12,187,N,Current,740-780,<= 30 Years,Current,12,2003
237136293092,R,OTHER,5.25,61000,180,02/2003,04/2003,38,38.0,1.0,51.0,681.0,N,R,SF,1,P,FL,337,0.0,FRM,0.0,N,201608,5.25,8502.59,161,N,Prepaid,660-700,<=15 Years,Prepaid,04,2003
237210115314,C,OTHER,5.73,200000,360,07/2003,09/2003,73,73.0,2.0,18.0,740.0,N,P,SF,1,P,VI,8,0.0,FRM,0.0,N,201809,5.73,67530.35,181,N,Prepaid,700-740,<= 30 Years,Prepaid,09,2003
237470406804,R,OTHER,5.5,114000,360,08/2003,10/2003,80,80.0,1.0,46.0,772.0,N,C,SF,1,P,PR,9,0.0,FRM,0.0,N,201906,5.5,76728.21,189,N,Current,740-780,<= 30 Years,Current,10,2003
237559082152,R,OTHER,5.875,250000,360,02/2003,04/2003,78,78.0,1.0,49.0,797.0,Y,P,PU,1,P,WA,980,0.0,FRM,0.0,N,201904,5.875,7514.43,193,N,Prepaid,780+,<= 30 Years,Prepaid,04,2003
238235754103,R,OTHER,5.5,90000,180,11/2002,01/2003,40,40.0,2.0,16.0,760.0,N,C,SF,1,P,MN,553,0.0,FRM,0.0,N,201609,5.5,11344.95,165,N,Prepaid,740-780,<=15 Years,Prepaid,01,2003
238769074803,R,OTHER,5.25,42000,180,08/2003,10/2003,26,26.0,2.0,25.0,798.0,N,P,PU,1,P,FL,335,0.0,FRM,0.0,N,201111,5.25,23456.34,98,N,Prepaid,780+,<=15 Years,Prepaid,10,2003
239349416481,R,OTHER,5.0,172000,232,06/2003,08/2003,43,43.0,2.0,24.0,758.0,N,C,SF,1,P,CA,926,0.0,FRM,0.0,N,201412,5.0,85846.08,137,N,Prepaid,740-780,<= 30 Years,Prepaid,08,2003
239475436669,R,OTHER,5.125,234000,360,06/2003,08/2003,80,80.0,2.0,39.0,750.0,N,C,SF,1,P,CA,921,0.0,FRM,0.0,N,201204,5.125,192720.21,105,N,Prepaid,740-780,<= 30 Years,Prepaid,08,2003
239889701049,R,OTHER,5.25,183000,312,06/2003,08/2003,64,71.0,2.0,29.0,757.0,N,C,PU,1,P,CA,926,0.0,FRM,0.0,N,200611,5.25,171747.92,40,N,Prepaid,740-780,<= 30 Years,Prepaid,08,2003
239975028620,R,OTHER,5.875,179000,169,07/2003,09/2003,55,55.0,1.0,30.0,806.0,N,R,SF,1,P,RI,28,0.0,FRM,0.0,N,201305,5.875,1474.54,117,N,Prepaid,780+,<=15 Years,Prepaid,09,2003
240304933491,R,OTHER,6.0,324000,360,01/2003,03/2003,80,80.0,2.0,39.0,652.0,N,R,SF,1,P,CA,920,0.0,FRM,0.0,N,200509,6.0,313588.42,31,N,Prepaid,620-660,<= 30 Years,Prepaid,03,2003
240316650623,R,OTHER,5.375,94000,180,12/2002,02/2003,42,42.0,2.0,24.0,797.0,N,R,CO,1,P,NJ,70,0.0,FRM,0.0,N,201801,5.375,757.77,180,N,Prepaid,780+,<=15 Years,Prepaid,02,2003
240420787465,R,OTHER,5.375,69000,180,01/2003,04/2003,27,27.0,1.0,23.0,788.0,N,C,SF,1,P,OH,432,0.0,FRM,0.0,N,201803,5.375,552.29,180,N,Prepaid,780+,<=15 Years,Prepaid,04,2003
240436509174,B,"JPMORGAN CHASE BANK, NA",5.5,73000,360,06/2003,09/2003,95,95.0,2.0,32.0,675.0,N,R,SF,1,P,OR,974,30.0,FRM,1.0,N,200504,5.5,71564.27,20,N,Prepaid,660-700,<= 30 Years,Prepaid,09,2003
240547334314,R,OTHER,5.25,138000,360,07/2003,09/2003,61,62.0,2.0,29.0,770.0,N,C,SF,1,P,CA,958,0.0,FRM,0.0,N,200707,5.25,126445.12,47,N,Prepaid,740-780,<= 30 Years,Prepaid,09,2003
240586210442,C,"WELLS FARGO BANK, N.A.",6.0,103000,180,10/2003,12/2003,57,57.0,1.0,33.0,760.0,N,R,CO,1,I,CA,913,0.0,FRM,0.0,N,201111,6.0,27233.61,96,N,Prepaid,740-780,<=15 Years,Prepaid,12,2003
241012755770,R,OTHER,4.9,174000,162,05/2003,07/2003,37,37.0,1.0,35.0,740.0,N,P,SF,1,P,FL,339,0.0,FRM,0.0,N,201011,4.9,93534.18,89,N,Prepaid,700-740,<=15 Years,Prepaid,07,2003
241152773617,R,OTHER,5.75,90000,180,03/2003,05/2003,38,38.0,1.0,38.0,796.0,N,R,CO,1,P,MA,18,0.0,FRM,0.0,N,200903,5.75,63418.04,71,N,Prepaid,780+,<=15 Years,Prepaid,05,2003
241287168815,R,OTHER,5.875,59000,360,04/2003,06/2003,85,85.0,1.0,51.0,716.0,N,C,SF,1,P,NC,280,12.0,FRM,1.0,N,201408,5.875,47027.76,135,N,Prepaid,700-740,<= 30 Years,Prepaid,06,2003
241424937093,R,"JPMORGAN CHASE BANK, NA",5.5,141000,360,09/2003,12/2003,73,74.0,1.0,44.0,767.0,N,R,SF,1,P,MN,553,0.0,FRM,0.0,N,201106,5.5,123678.99,91,N,Prepaid,740-780,<= 30 Years,Prepaid,12,2003
241595546104,C,"BANK OF AMERICA, N.A.",5.25,323000,360,07/2003,09/2003,63,63.0,1.0,36.0,791.0,N,R,SF,1,P,MD,208,0.0,FRM,0.0,N,201207,5.25,272812.13,107,N,Prepaid,780+,<= 30 Years,Prepaid,09,2003
241615651536,R,OTHER,5.375,58000,180,11/2002,01/2003,29,29.0,1.0,23.0,771.0,N,C,SF,1,P,CO,800,0.0,FRM,0.0,N,201708,5.375,46.22,176,N,Prepaid,740-780,<=15 Years,Prepaid,01,2003
241672040741,R,OTHER,5.625,104000,180,02/2003,04/2003,36,36.0,2.0,30.0,780.0,N,C,SF,1,P,MA,18,0.0,FRM,0.0,N,200912,5.625,66141.6,81,N,Prepaid,740-780,<=15 Years,Prepaid,04,2003
242671561654,R,OTHER,6.125,251000,360,12/2002,02/2003,81,82.0,2.0,27.0,766.0,N,R,SF,1,P,CA,958,12.0,FRM,1.0,N,201209,6.125,208760.23,116,N,Prepaid,740-780,<= 30 Years,Prepaid,02,2003
242678741729,R,OTHER,5.0,56000,180,09/2003,11/2003,19,19.0,1.0,10.0,781.0,N,C,PU,1,P,VA,201,0.0,FRM,0.0,N,201305,5.0,25107.94,115,N,Prepaid,780+,<=15 Years,Prepaid,11,2003
242846909898,R,"JPMORGAN CHASE BANK, NA",5.375,128000,360,08/2003,10/2003,85,85.0,2.0,45.0,703.0,N,R,SF,1,P,NV,891,12.0,FRM,1.0,N,200602,5.375,123731.52,29,N,Prepaid,700-740,<= 30 Years,Prepaid,10,2003
243094086956,R,OTHER,5.125,199000,240,06/2003,08/2003,80,80.0,2.0,39.0,749.0,Y,P,SF,1,P,CA,926,0.0,FRM,0.0,N,201108,5.125,142661.03,97,N,Prepaid,740-780,<= 30 Years,Prepaid,08,2003
243639395299,R,OTHER,5.0,181000,180,09/2003,11/2003,69,69.0,1.0,50.0,656.0,N,C,PU,1,P,VA,231,0.0,FRM,0.0,N,200602,5.0,4257.64,28,N,Prepaid,620-660,<=15 Years,Prepaid,11,2003
244001223189,R,"HARWOOD STREET FUNDING I, LLC",5.875,260000,360,10/2003,12/2003,80,95.0,1.0,35.0,689.0,Y,P,SF,1,P,VA,220,0.0,FRM,0.0,N,201010,5.875,233157.73,83,N,Prepaid,660-700,<= 30 Years,Prepaid,12,2003
244264199290,R,OTHER,6.125,100000,360,01/2003,03/2003,25,25.0,2.0,58.0,800.0,N,C,SF,1,P,CA,923,0.0,FRM,0.0,N,201705,6.125,73794.48,171,N,Prepaid,780+,<= 30 Years,Prepaid,03,2003
244693612004,R,OTHER,5.375,82000,180,12/2002,03/2003,40,40.0,2.0,51.0,790.0,N,R,SF,1,P,OH,440,0.0,FRM,0.0,N,201802,5.375,658.4,180,N,Prepaid,780+,<=15 Years,Prepaid,03,2003
244709536438,R,OTHER,5.625,225000,360,08/2003,10/2003,41,41.0,2.0,21.0,801.0,N,C,SF,1,P,OR,970,0.0,FRM,0.0,N,200906,5.625,57067.87,69,N,Prepaid,780+,<= 30 Years,Prepaid,10,2003
244731550724,R,OTHER,5.375,84000,180,01/2003,03/2003,48,48.0,1.0,17.0,799.0,N,R,SF,1,P,RI,29,0.0,FRM,0.0,N,200507,5.375,35094.8,29,N,Prepaid,780+,<=15 Years,Prepaid,03,2003
244942009022,R,OTHER,5.125,294000,180,04/2003,06/2003,70,70.0,2.0,23.0,786.0,N,C,SF,2,P,NY,112,0.0,FRM,0.0,N,201412,5.125,89951.42,139,N,Prepaid,780+,<=15 Years,Prepaid,06,2003
245642611398,R,"IRWIN MORTGAGE, CORPORATION",5.625,158000,360,03/2003,05/2003,80,80.0,1.0,39.0,680.0,Y,P,PU,1,P,FL,327,0.0,FRM,0.0,N,201102,5.625,127595.96,94,N,Prepaid,660-700,<= 30 Years,Prepaid,05,2003
246119551228,R,OTHER,5.625,144000,360,11/2002,01/2003,76,90.0,2.0,47.0,751.0,N,R,SF,1,P,MI,480,0.0,FRM,0.0,N,200808,5.625,131914.81,68,N,Prepaid,740-780,<= 30 Years,Prepaid,01,2003
246275536075,R,OTHER,4.875,50000,360,09/2003,11/2003,90,90.0,1.0,42.0,593.0,Y,P,CP,1,P,NY,104,17.0,FRM,1.0,N,201906,4.875,32151.69,188,N,Current,0-620,<= 30 Years,Current,11,2003
246649181015,R,OTHER,4.875,270000,240,09/2003,11/2003,79,79.0,2.0,41.0,759.0,N,C,CO,1,P,CA,928,0.0,FRM,0.0,N,201112,4.875,190930.78,98,N,Prepaid,740-780,<= 30 Years,Prepaid,11,2003
246879106869,R,OTHER,5.125,208000,180,04/2003,06/2003,35,50.0,2.0,53.0,795.0,N,C,SF,1,P,CA,930,0.0,FRM,0.0,N,201104,5.125,111591.23,95,N,Prepaid,780+,<=15 Years,Prepaid,06,2003
247005009915,R,OTHER,6.0,72000,240,06/2003,08/2003,39,39.0,1.0,38.0,744.0,N,C,SF,1,P,MA,23,0.0,FRM,0.0,N,201906,6.0,22367.67,191,N,Current,740-780,<= 30 Years,Current,08,2003
247036800488,R,SUNTRUST MORTGAGE INC.,5.75,235000,360,05/2003,07/2003,24,24.0,2.0,42.0,764.0,N,R,PU,1,P,SC,299,0.0,FRM,0.0,N,201201,5.75,202424.33,103,N,Prepaid,740-780,<= 30 Years,Prepaid,07,2003
247077391651,R,OTHER,5.625,103000,240,07/2003,09/2003,37,37.0,1.0,29.0,775.0,N,C,SF,1,P,MA,18,0.0,FRM,0.0,N,201201,5.625,56635.1,101,N,Prepaid,740-780,<= 30 Years,Prepaid,09,2003
247123026117,R,OTHER,6.0,151000,360,12/2002,02/2003,75,75.0,2.0,61.0,793.0,N,C,SF,1,P,CA,956,0.0,FRM,0.0,N,201207,6.0,128030.32,114,N,Prepaid,780+,<= 30 Years,Prepaid,02,2003
247235214916,R,OTHER,5.5,120000,180,04/2003,06/2003,75,75.0,2.0,33.0,777.0,N,C,CO,1,P,CO,802,0.0,FRM,0.0,N,200809,5.5,88411.14,64,N,Prepaid,740-780,<=15 Years,Prepaid,06,2003
247390612970,R,OTHER,6.0,182000,360,10/2003,12/2003,95,95.0,2.0,59.0,771.0,N,P,SF,1,P,PR,7,25.0,FRM,1.0,N,201110,6.0,149631.69,95,N,Prepaid,740-780,<= 30 Years,Prepaid,12,2003
247498018586,R,"BANK OF AMERICA, N.A.",6.25,149000,360,03/2003,05/2003,90,90.0,2.0,40.0,701.0,N,P,PU,1,P,FL,330,30.0,FRM,1.0,N,200510,6.25,144773.91,30,N,Prepaid,700-740,<= 30 Years,Prepaid,05,2003
247626176814,R,OTHER,5.375,61000,180,02/2003,04/2003,48,48.0,1.0,14.0,745.0,N,C,SF,1,P,OH,441,0.0,FRM,0.0,N,200603,5.375,49776.77,36,N,Prepaid,740-780,<=15 Years,Prepaid,04,2003
247641603484,R,OTHER,5.375,20000,180,02/2003,05/2003,33,33.0,2.0,51.0,697.0,N,C,SF,1,P,OH,441,0.0,FRM,0.0,N,201307,5.375,8263.9,123,N,Prepaid,660-700,<=15 Years,Prepaid,05,2003
247702648341,R,OTHER,5.625,165000,360,09/2003,11/2003,70,70.0,2.0,23.0,708.0,N,C,SF,1,P,OR,971,0.0,FRM,0.0,N,201906,5.625,104904.23,188,N,Current,700-740,<= 30 Years,Current,11,2003
247745348944,R,OTHER,6.25,50000,360,10/2002,01/2003,36,36.0,1.0,42.0,725.0,N,C,SF,1,P,MI,482,0.0,FRM,0.0,N,200908,6.25,45286.0,80,N,Prepaid,700-740,<= 30 Years,Prepaid,01,2003
247826632988,R,OTHER,5.375,87000,180,01/2003,03/2003,46,46.0,1.0,25.0,760.0,N,C,SF,1,P,RI,29,0.0,FRM,0.0,N,200411,5.375,87000.0,21,N,Prepaid,740-780,<=15 Years,Prepaid,03,2003
247876633568,R,OTHER,5.125,87000,180,09/2003,11/2003,34,34.0,1.0,27.0,792.0,N,R,CO,1,P,FL,337,0.0,FRM,0.0,N,200504,5.125,81239.6,18,N,Prepaid,780+,<=15 Years,Prepaid,11,2003
247946012860,R,OTHER,5.25,103000,180,03/2003,05/2003,45,45.0,2.0,21.0,767.0,N,R,SF,1,P,MA,20,0.0,FRM,0.0,N,200410,5.25,103000.0,18,N,Prepaid,740-780,<=15 Years,Prepaid,05,2003
248099683007,R,OTHER,5.75,124000,360,10/2003,12/2003,65,65.0,1.0,42.0,791.0,N,C,SF,1,P,OR,973,0.0,FRM,0.0,N,200501,5.75,124000.0,14,N,Prepaid,780+,<= 30 Years,Prepaid,12,2003
248431910360,C,"JPMORGAN CHASE BANK, NA",6.0,188000,360,03/2003,05/2003,77,77.0,2.0,17.0,617.0,N,C,SF,1,P,MI,482,0.0,FRM,0.0,N,200505,6.0,183450.04,25,N,Prepaid,0-620,<= 30 Years,Prepaid,05,2003
248862425366,R,OTHER,4.875,76000,180,01/2003,03/2003,33,33.0,2.0,21.0,768.0,N,R,SF,1,P,RI,29,0.0,FRM,0.0,N,201608,4.875,10778.07,162,N,Prepaid,740-780,<=15 Years,Prepaid,03,2003
248886852702,R,"CITIMORTGAGE, INC.",5.5,196000,360,10/2003,12/2003,83,83.0,2.0,28.0,621.0,N,R,SF,1,P,FL,347,12.0,FRM,1.0,N,200602,5.5,190030.01,27,N,Prepaid,620-660,<= 30 Years,Prepaid,12,2003
248987564017,R,OTHER,6.0,144000,360,01/2003,03/2003,79,80.0,2.0,21.0,712.0,N,R,SF,1,P,CA,958,0.0,FRM,0.0,N,201307,6.0,119200.13,125,N,Prepaid,700-740,<= 30 Years,Prepaid,03,2003
249201079742,R,OTHER,4.875,27000,180,09/2003,11/2003,25,25.0,1.0,19.0,799.0,N,C,SF,1,P,FL,336,0.0,FRM,0.0,N,200511,4.875,24617.75,25,N,Prepaid,780+,<=15 Years,Prepaid,11,2003
249469231935,R,OTHER,4.75,131000,180,08/2003,10/2003,75,75.0,2.0,53.0,630.0,N,C,SF,1,P,CA,936,0.0,FRM,0.0,N,201801,4.75,2892.81,172,N,Prepaid,620-660,<=15 Years,Prepaid,10,2003
249944380308,C,"BANK OF AMERICA, N.A.",5.25,112000,360,07/2003,09/2003,80,80.0,1.0,27.0,593.0,Y,P,PU,1,P,MO,640,0.0,FRM,0.0,N,201503,5.25,86264.41,139,N,Prepaid,0-620,<= 30 Years,Prepaid,09,2003
249998218222,R,OTHER,5.875,138000,300,08/2003,10/2003,74,74.0,1.0,41.0,681.0,N,C,SF,1,P,PR,9,0.0,FRM,0.0,N,201307,5.875,105552.08,118,N,Prepaid,660-700,<= 30 Years,Prepaid,10,2003
250238677699,R,OTHER,5.875,180000,240,10/2003,12/2003,65,65.0,2.0,47.0,740.0,N,C,SF,2,P,MA,18,0.0,FRM,0.0,N,200503,5.875,173861.17,16,N,Prepaid,700-740,<= 30 Years,Prepaid,12,2003
250403975665,R,OTHER,5.95,59000,360,10/2003,12/2003,79,103.0,1.0,42.0,721.0,Y,P,SF,1,P,NM,880,0.0,FRM,0.0,N,201906,5.95,37142.85,187,N,Current,700-740,<= 30 Years,Current,12,2003
250532154071,R,OTHER,6.25,257000,360,11/2002,01/2003,80,80.0,2.0,48.0,657.0,Y,P,SF,1,P,NJ,78,0.0,FRM,0.0,N,201110,6.25,222676.87,106,N,Prepaid,620-660,<= 30 Years,Prepaid,01,2003
250558898003,R,SUNTRUST MORTGAGE INC.,5.625,134000,360,09/2003,11/2003,47,47.0,2.0,30.0,719.0,N,P,PU,1,S,FL,342,0.0,FRM,0.0,N,201208,5.625,114624.02,106,N,Prepaid,700-740,<= 30 Years,Prepaid,11,2003
250568293172,R,OTHER,6.0,135000,360,11/2002,01/2003,74,74.0,2.0,49.0,674.0,N,C,SF,1,P,CO,802,0.0,FRM,0.0,N,201304,6.0,112239.12,124,N,Prepaid,660-700,<= 30 Years,Prepaid,01,2003
250783496813,R,OTHER,5.375,88000,180,01/2003,04/2003,72,72.0,2.0,10.0,720.0,N,C,SF,1,P,OH,441,0.0,FRM,0.0,N,201208,5.375,41437.13,113,N,Prepaid,700-740,<=15 Years,Prepaid,04,2003
250901396149,R,OTHER,5.5,140000,180,01/2003,03/2003,58,58.0,1.0,44.0,692.0,N,C,CO,1,P,NH,30,0.0,FRM,0.0,N,201504,5.5,27243.39,146,N,Prepaid,660-700,<=15 Years,Prepaid,03,2003
251001527224,R,OTHER,4.5,54000,120,09/2003,10/2003,40,40.0,2.0,13.0,798.0,N,C,SF,1,S,WA,982,0.0,FRM,0.0,N,201002,4.5,12039.83,77,N,Prepaid,780+,<=15 Years,Prepaid,10,2003
251432292913,R,OTHER,4.375,91000,120,08/2003,10/2003,42,42.0,1.0,37.0,795.0,N,R,SF,1,P,WA,982,0.0,FRM,0.0,N,201210,4.375,9109.17,109,N,Prepaid,780+,<=15 Years,Prepaid,10,2003
251603513070,R,OTHER,5.75,274000,360,08/2003,10/2003,80,80.0,2.0,41.0,746.0,Y,P,SF,1,P,CA,923,0.0,FRM,0.0,N,201906,5.75,186360.93,189,N,Current,740-780,<= 30 Years,Current,10,2003
251696028310,C,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,5.25,80000,180,05/2003,07/2003,45,45.0,2.0,10.0,762.0,N,C,SF,1,P,IN,479,0.0,FRM,0.0,N,200903,5.25,55747.39,69,N,Prepaid,740-780,<=15 Years,Prepaid,07,2003
251738177702,R,OTHER,6.0,180000,360,12/2002,02/2003,80,87.0,2.0,31.0,687.0,N,R,SF,1,P,NC,276,0.0,FRM,0.0,N,200512,6.0,169473.0,35,N,Prepaid,660-700,<= 30 Years,Prepaid,02,2003
251906225939,R,OTHER,5.875,225000,360,02/2003,04/2003,63,63.0,2.0,44.0,723.0,N,P,SF,1,P,MA,27,0.0,FRM,0.0,N,201704,5.875,164218.63,169,N,Prepaid,700-740,<= 30 Years,Prepaid,04,2003
251987457979,C,"BANK OF AMERICA, N.A.",5.25,97000,180,10/2003,12/2003,65,65.0,2.0,55.0,770.0,N,R,MH,1,P,MT,597,0.0,FRM,0.0,N,200911,5.25,67136.67,72,N,Prepaid,740-780,<=15 Years,Prepaid,12,2003
252142520020,R,OTHER,6.125,188000,360,01/2003,03/2003,42,42.0,2.0,30.0,757.0,N,R,SF,1,P,NY,108,0.0,FRM,0.0,N,201111,6.125,49969.27,105,N,Prepaid,740-780,<= 30 Years,Prepaid,03,2003
252244002026,R,OTHER,5.25,125000,360,08/2003,11/2003,35,36.0,2.0,45.0,778.0,N,C,SF,2,P,CA,956,0.0,FRM,0.0,N,200704,5.25,118576.74,42,N,Prepaid,740-780,<= 30 Years,Prepaid,11,2003
252731399678,R,OTHER,5.125,120000,240,10/2003,11/2003,31,44.0,2.0,26.0,803.0,N,C,SF,1,P,CA,926,0.0,FRM,0.0,N,201906,5.125,37244.55,188,N,Current,780+,<= 30 Years,Current,11,2003
252771538568,R,OTHER,6.125,285000,360,02/2003,04/2003,78,78.0,2.0,33.0,773.0,N,C,SF,1,P,NY,117,0.0,FRM,0.0,N,200710,6.125,258971.27,55,N,Prepaid,740-780,<= 30 Years,Prepaid,04,2003
252904602614,C,OTHER,6.25,49000,120,09/2003,11/2003,37,37.0,1.0,38.0,702.0,N,R,SF,1,I,NC,277,0.0,FRM,0.0,N,200812,6.25,27825.05,62,N,Prepaid,700-740,<=15 Years,Prepaid,11,2003
253075314009,R,OTHER,4.75,308000,240,10/2003,12/2003,26,26.0,1.0,50.0,794.0,N,R,SF,1,P,CA,926,0.0,FRM,0.0,N,201204,4.75,213612.22,101,N,Prepaid,780+,<= 30 Years,Prepaid,12,2003
253762239040,R,OTHER,5.5,78000,180,06/2003,08/2003,43,43.0,1.0,22.0,814.0,N,R,SF,1,P,RI,29,0.0,FRM,0.0,N,201106,5.5,33912.07,95,N,Prepaid,780+,<=15 Years,Prepaid,08,2003
253923311312,R,OTHER,6.0,180000,360,05/2003,07/2003,44,44.0,2.0,39.0,719.0,N,R,SF,1,P,NY,131,0.0,FRM,0.0,N,201106,6.0,158278.12,96,N,Prepaid,700-740,<= 30 Years,Prepaid,07,2003
254467262086,R,OTHER,5.625,93000,360,06/2003,08/2003,73,73.0,1.0,15.0,781.0,N,C,CO,1,P,PR,9,0.0,FRM,0.0,N,201906,5.625,62124.91,191,N,Current,780+,<= 30 Years,Current,08,2003
254516871568,R,OTHER,5.5,222000,180,02/2003,04/2003,70,70.0,2.0,60.0,758.0,N,C,SF,1,P,CO,800,0.0,FRM,0.0,N,201108,5.5,120776.64,101,N,Prepaid,740-780,<=15 Years,Prepaid,04,2003
254661569977,R,OTHER,6.0,84000,360,01/2003,04/2003,49,49.0,2.0,40.0,810.0,N,C,CO,1,P,CA,922,0.0,FRM,0.0,N,200506,6.0,81684.41,27,N,Prepaid,780+,<= 30 Years,Prepaid,04,2003
254847499114,R,OTHER,5.75,70000,180,09/2003,11/2003,48,48.0,1.0,46.0,782.0,N,C,PU,1,P,CO,800,0.0,FRM,0.0,N,200412,5.75,70000.0,14,N,Prepaid,780+,<=15 Years,Prepaid,11,2003
254894811344,R,OTHER,6.0,70000,360,10/2003,12/2003,95,95.0,1.0,44.0,790.0,N,P,CO,1,P,PR,9,25.0,FRM,1.0,N,201906,6.0,48709.43,187,N,Current,780+,<= 30 Years,Current,12,2003
254952514916,R,OTHER,5.375,105000,180,01/2003,03/2003,38,38.0,2.0,43.0,733.0,N,C,SF,1,P,MN,550,0.0,FRM,0.0,N,200504,5.375,94521.24,26,N,Prepaid,700-740,<=15 Years,Prepaid,03,2003
254960702598,R,"JPMORGAN CHASE BANK, NA",6.05,97000,360,06/2003,09/2003,89,92.0,1.0,22.0,681.0,N,R,SF,1,P,WA,992,30.0,FRM,2.0,N,201005,6.05,81945.05,81,N,Prepaid,660-700,<= 30 Years,Prepaid,09,2003
